Datum waarneming;Leefgebied of gemeente;Provincie;Type waarneming;Classificering,
13-01-23;Heerde;Gelderland;Wolf gezien;C1,
13-01-23;Heerde;Gelderland;Wolf gezien;C1,
12-01-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
12-01-23;Beekdaelen;Limburg;Wolf gezien;C1,
11-01-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
11-01-23;Heerde;Gelderland;Wolf gezien;C1,
11-01-23;Heerde;Gelderland;Wolf gezien;C1,
11-01-23;Beekdaelen;Limburg;Wolf gezien;C1,
11-01-23;West Betuwe;Gelderland;Overig;C1,
10-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-01-23;Heerde;Gelderland;Wolf gezien;C1,
09-01-23;Westerveld;Drenthe;Wolvenkeutel;C2,
09-01-23;Westerveld;Drenthe;Wolvenkeutel;C2,
07-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-01-23;Heerde;Gelderland;Wolf gezien;C1,
07-01-23;Heerde;Gelderland;Wolf gezien;C1,
06-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-01-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
06-01-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
05-01-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
05-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-01-23;Heerde;Gelderland;Wolf gezien;C1,
05-01-23;Heerde;Gelderland;Wolf gezien;C1,
05-01-23;Heerde;Gelderland;Wolf gezien;C1,
05-01-23;Heerde;Gelderland;Wolf gezien;C1,
05-01-23;Heerde;Gelderland;Wolf gezien;C1,
04-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-01-23;Arnhem;Gelderland;Wolf gezien;C1,
03-01-23;Ede;Gelderland;Wolf gezien;C1,
02-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-01-23;Heerde;Gelderland;Wolf gezien;C1,
01-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-01-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-01-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
01-01-23;Heerde;Gelderland;Wolf gezien;C1,
01-01-23;Heerde;Gelderland;Wolf gezien;C1,
01-01-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
01-01-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-12-22;Heerde;Gelderland;Wolf gezien;C1,
31-12-22;Heerde;Gelderland;Wolf gezien;C1,
31-12-22;Heerde;Gelderland;Wolf gezien;C1,
31-12-22;Aa en Hunze;Drenthe;Wolf gezien;C1,
31-12-22;Aa en Hunze;Drenthe;Wolf gezien;C1,
31-12-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
30-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
29-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-12-22;Heerde;Gelderland;Wolf gezien;C1,
28-12-22;Heerde;Gelderland;Wolf gezien;C1,
28-12-22;Heerde;Gelderland;Wolf gezien;C1,
28-12-22;Heerde;Gelderland;Wolf gezien;C1,
28-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-12-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
27-12-22;Heerde;Gelderland;Wolf gezien;C1,
27-12-22;Heerde;Gelderland;Wolf gezien;C1,
27-12-22;Heerde;Gelderland;Wolf gezien;C1,
27-12-22;Heerde;Gelderland;Wolf gezien;C1,
27-12-22;Heerde;Gelderland;Wolf gezien;C1,
26-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-12-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
25-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
25-12-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
25-12-22;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
24-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
24-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
24-12-22;Heerde;Gelderland;Wolf gezien;C1,
23-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-12-22;Heerde;Gelderland;Wolf gezien;C1,
23-12-22;Heerde;Gelderland;Wolf gezien;C1,
23-12-22;Heerde;Gelderland;Wolf gezien;C1,
23-12-22;Heerde;Gelderland;Wolf gezien;C1,
23-12-22;Heerde;Gelderland;Wolf gezien;C1,
23-12-22;Aa en Hunze;Drenthe;Wolf gezien;C1,
22-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-12-22;Heerde;Gelderland;Wolf gezien;C1,
22-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
22-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
22-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
22-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
21-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
21-12-22;Westerveld;Drenthe;Wolvenkeutel;C2,
21-12-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
21-12-22;Midden-Drenthe;Drenthe;Wolf gezien;C1,
20-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
20-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-12-22;Westerveld;Drenthe;Wolf gezien;C1,
17-12-22;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
17-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-22;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
17-12-22;Heerde;Gelderland;Wolf gezien;C1,
