Datum waarneming;Leefgebied of gemeente;Provincie;Type waarneming;Classificering,
20-06-24;Zevenaar;Gelderland;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
20-06-24;Leusden;Utrecht;Wolf gezien;C1,
19-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-06-24;Leusden;Utrecht;Wolf gezien;C1,
19-06-24;Leusden;Utrecht;Wolf gezien;C1,
19-06-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
18-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-06-24;Leusden;Utrecht;Wolf gezien;C1,
18-06-24;Woudenberg;Utrecht;Wolf gezien;C1,
18-06-24;Woudenberg;Utrecht;Wolf gezien;C1,
18-06-24;Woudenberg;Utrecht;Wolf gezien;C1,
18-06-24;Woudenberg;Utrecht;Wolf gezien;C1,
17-06-24;Leusden;Utrecht;Wolf gezien;C1,
17-06-24;Leusden;Utrecht;Wolf gezien;C1,
15-06-24;Leusden;Utrecht;Wolf gezien;C1,
14-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-06-24;Heerde;Gelderland;Wolf gezien;C1,
14-06-24;Leusden;Utrecht;Wolf gezien;C1,
14-06-24;Westerveld;Drenthe;Wolvenkeutel;C2,
13-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-06-24;Leusden;Utrecht;Wolf gezien;C1,
12-06-24;Leusden;Utrecht;Wolf gezien;C1,
11-06-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
10-06-24;Bunschoten;Utrecht;Wolf gezien;C1,
09-06-24;Ooststellingwerf;Fryslân;Wolvenkeutel;C2,
09-06-24;Heerde;Gelderland;Wolf gezien;C1,
09-06-24;Leusden;Utrecht;Wolf gezien;C1,
09-06-24;Zeist;Utrecht;Wolf gezien;C1,
08-06-24;Leusden;Utrecht;Wolf gezien;C1,
07-06-24;Heerde;Gelderland;Wolf gezien;C1,
06-06-24;Rozendaal;Gelderland;Wolf gezien;C1,
06-06-24;Rozendaal;Gelderland;Wolf gezien;C1,
06-06-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
05-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-06-24;Leusden;Utrecht;Wolf gezien;C1,
04-06-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
02-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-06-24;Woudenberg;Utrecht;Wolf gezien;C1,
01-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-06-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-06-24;Zeist;Utrecht;Wolf gezien;C1,
01-06-24;Zeist;Utrecht;Wolf gezien;C1,
31-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
31-05-24;Zeist;Utrecht;Wolf gezien;C1,
31-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
30-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
30-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
30-05-24;Zeist;Utrecht;Wolvenkeutel;C2,
30-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
30-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
30-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
30-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
30-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
29-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-05-24;Heerde;Gelderland;Wolf gezien;C1,
29-05-24;Leusden;Utrecht;Wolf gezien;C1,
28-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-05-24;Zeist;Utrecht;Wolf gezien;C1,
28-05-24;Oldambt;Groningen;Wolf gezien;C1,
27-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
27-05-24;Leusden;Utrecht;Wolf gezien;C1,
27-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
26-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-05-24;Leusden;Utrecht;Wolf gezien;C1,
26-05-24;Leusden;Utrecht;Wolf gezien;C1,
25-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-05-24;Zeist;Utrecht;Wolf gezien;C1,
25-05-24;Zeist;Utrecht;Wolf gezien;C1,
24-05-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
24-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
24-05-24;Leusden;Utrecht;Wolf gezien;C1,
24-05-24;Leusden;Utrecht;Wolf gezien;C1,
24-05-24;Zeist;Utrecht;Wolf gezien;C1,
23-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
23-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
23-05-24;Ermelo;Gelderland;Wolf gezien;C1,
23-05-24;Ermelo;Gelderland;Wolf gezien;C1,
23-05-24;Leusden;Utrecht;Wolf gezien;C1,
23-05-24;Leusden;Utrecht;Wolf gezien;C1,
23-05-24;Leusden;Utrecht;Wolf gezien;C1,
23-05-24;Leusden;Utrecht;Wolf gezien;C1,
23-05-24;Zeist;Utrecht;Wolf gezien;C1,
22-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
22-05-24;Leusden;Utrecht;Wolf gezien;C1,
22-05-24;Leusden;Utrecht;Wolf gezien;C1,
22-05-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
22-05-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
21-05-24;Leusden;Utrecht;Wolf gezien;C1,
21-05-24;Zeist;Utrecht;Wolf gezien;C1,
20-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
20-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
20-05-24;Woudenberg;Utrecht;Wolf gezien;C1,
20-05-24;Zeist;Utrecht;Wolf gezien;C1,
19-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
19-05-24;Harderwijk;Gelderland;Wolf gezien;C1,
18-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
18-05-24;Heerde;Gelderland;Wolf gezien;C1,
18-05-24;Leusden;Utrecht;Wolf gezien;C1,
18-05-24;Leusden;Utrecht;Wolf gezien;C1,
18-05-24;Zeist;Utrecht;Wolf gezien;C1,
18-05-24;Zeist;Utrecht;Wolf gezien;C1,
18-05-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
17-05-24;Heerde;Gelderland;Wolf gezien;C1,
17-05-24;Leusden;Utrecht;Wolf gezien;C1,
17-05-24;Leusden;Utrecht;Wolf gezien;C1,
17-05-24;Zeist;Utrecht;Wolf gezien;C1,
17-05-24;Zeist;Utrecht;Wolf gezien;C1,
17-05-24;Zeist;Utrecht;Wolf gezien;C1,
17-05-24;Zeist;Utrecht;Wolf gezien;C1,
17-05-24;Zeist;Utrecht;Wolf gezien;C1,
17-05-24;Zeist;Utrecht;Wolf gezien;C1,
16-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
16-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
16-05-24;Leusden;Utrecht;Wolvenkeutel;C1,
16-05-24;Leusden;Utrecht;Wolvenkeutel;C1,
16-05-24;Zeist;Utrecht;Wolf gezien;C1,
16-05-24;Zeist;Utrecht;Wolf gezien;C1,
15-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
15-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
15-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
15-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
15-05-24;Leusden;Utrecht;Wolf gezien;C1,
15-05-24;Zeist;Utrecht;Wolf gezien;C1,
14-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-05-24;Leusden;Utrecht;Wolf gezien;C1,
13-05-24;Harderwijk;Gelderland;Wolf gezien;C1,
13-05-24;Leusden;Utrecht;Wolf gezien;C1,
13-05-24;Leusden;Utrecht;Wolf gezien;C1,
13-05-24;Leusden;Utrecht;Wolf gezien;C1,
12-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-05-24;Leusden;Utrecht;Wolf gezien;C1,
12-05-24;Leusden;Utrecht;Wolf gezien;C1,
11-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
11-05-24;Heerde;Gelderland;Wolf gezien;C1,
11-05-24;Leusden;Utrecht;Wolf gezien;C1,
11-05-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
10-05-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
10-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
10-05-24;Leusden;Utrecht;Wolf gezien;C1,
10-05-24;Leusden;Utrecht;Wolf gezien;C1,
10-05-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
09-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
09-05-24;Leusden;Utrecht;Wolvenkeutel;C1,
09-05-24;Leusden;Utrecht;Wolvenkeutel;C1,
09-05-24;Leusden;Utrecht;Wolf gezien;C1,
08-05-24;Leusden;Utrecht;Wolvenkeutel;C1,
08-05-24;Leusden;Utrecht;Wolf gezien;C1,
08-05-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
08-05-24;Borger-Odoorn;Drenthe;Wolf gezien;C1,
08-05-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
07-05-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
07-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-05-24;Heerde;Gelderland;Wolf gezien;C1,
07-05-24;Heerde;Gelderland;Wolf gezien;C1,
07-05-24;Heerde;Gelderland;Wolf gezien;C1,
07-05-24;Heerde;Gelderland;Wolf gezien;C1,
07-05-24;Heerde;Gelderland;Wolf gezien;C1,
07-05-24;Heerde;Gelderland;Wolf gezien;C1,
07-05-24;Putten;Gelderland;Wolf gezien;C1,
07-05-24;Putten;Gelderland;Wolf gezien;C1,
07-05-24;Leusden;Utrecht;Wolf gezien;C1,
07-05-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
07-05-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
07-05-24;Westerveld;Drenthe;Wolvenkeutel;C2,
06-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-05-24;Heerde;Gelderland;Wolf gezien;C1,
06-05-24;Heerde;Gelderland;Wolf gezien;C1,
06-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
06-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
06-05-24;Leusden;Utrecht;Wolf gezien;C1,
05-05-24;Heerde;Gelderland;Wolf gezien;C1,
05-05-24;Rheden;Gelderland;Wolf gezien;C1,
05-05-24;Leusden;Utrecht;Wolf gezien;C1,
05-05-24;Leusden;Utrecht;Wolf gezien;C1,
05-05-24;Leusden;Utrecht;Wolf gezien;C1,
05-05-24;Woudenberg;Utrecht;Wolf gezien;C1,
05-05-24;Woudenberg;Utrecht;Wolf gezien;C1,
04-05-24;Rozendaal;Gelderland;Wolvenkeutel;C2,
04-05-24;Rozendaal;Gelderland;Wolvenkeutel;C2,
04-05-24;Leusden;Utrecht;Wolf gezien;C1,
04-05-24;Zeist;Utrecht;Wolf gezien;C1,
03-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
03-05-24;Heerde;Gelderland;Wolf gezien;C1,
03-05-24;Heerde;Gelderland;Wolvenkeutel;C2,
03-05-24;Leusden;Utrecht;Wolf gezien;C1,
03-05-24;Leusden;Utrecht;Wolf gezien;C1,
03-05-24;Leusden;Utrecht;Wolf gezien;C1,
03-05-24;Leusden;Utrecht;Wolf gezien;C1,
03-05-24;Leusden;Utrecht;Wolf gezien;C1,
02-05-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-05-24;Heerde;Gelderland;Wolf gezien;C1,
02-05-24;Heerde;Gelderland;Wolf gezien;C1,
02-05-24;Leusden;Utrecht;Wolf gezien;C1,
02-05-24;Alphen-Chaam;Noord-Brabant;Wolf gezien;C1,
01-05-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
01-05-24;Heerde;Gelderland;Wolf gezien;C1,
01-05-24;Leusden;Utrecht;Wolf gezien;C1,
01-05-24;Oisterwijk;Noord-Brabant;Wolf gezien;C1,
30-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
30-04-24;Heerde;Gelderland;Wolf gezien;C1,
29-04-24;Leusden;Utrecht;Wolf gezien;C1,
29-04-24;Leusden;Utrecht;Wolf gezien;C1,
29-04-24;Oirschot;Noord-Brabant;Wolf gezien;C1,
28-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
28-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
28-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
28-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
28-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-04-24;Heerde;Gelderland;Wolf gezien;C1,
28-04-24;Heerde;Gelderland;Wolf gezien;C1,
28-04-24;Leusden;Utrecht;Wolf gezien;C1,
28-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
28-04-24;Westerveld;Drenthe;Wolf gezien;C1,
27-04-24;Heerde;Gelderland;Wolf gezien;C1,
27-04-24;Heerde;Gelderland;Wolf gezien;C1,
27-04-24;Leusden;Utrecht;Wolf gezien;C1,
27-04-24;Bladel;Noord-Brabant;Wolf gezien;C1,
27-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
26-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-04-24;Hardenberg;Overijssel;Wolf gezien;C1,
26-04-24;Leusden;Utrecht;Wolf gezien;C1,
26-04-24;Leusden;Utrecht;Wolf gezien;C1,
26-04-24;Leusden;Utrecht;Wolf gezien;C1,
26-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
26-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
26-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
25-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
25-04-24;Leusden;Utrecht;Wolf gezien;C1,
25-04-24;Leusden;Utrecht;Wolf gezien;C1,
25-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
25-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
25-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
24-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
24-04-24;Leusden;Utrecht;Wolf gezien;C1,
23-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-04-24;Heerde;Gelderland;Wolf gezien;C1,
23-04-24;Heerde;Gelderland;Wolf gezien;C1,
23-04-24;Heerde;Gelderland;Wolf gezien;C1,
23-04-24;Heerde;Gelderland;Wolf gezien;C1,
23-04-24;Leusden;Utrecht;Wolf gezien;C1,
23-04-24;Leusden;Utrecht;Wolf gezien;C1,
23-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
23-04-24;Westerwolde;Groningen;Wolf gezien;C1,
22-04-24;Hattem;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
22-04-24;Heerde;Gelderland;Wolf gezien;C1,
22-04-24;Leusden;Utrecht;Wolf gezien;C1,
22-04-24;Leusden;Utrecht;Wolf gezien;C1,
21-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
21-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
21-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
21-04-24;Heerde;Gelderland;Wolf gezien;C1,
21-04-24;Heerde;Gelderland;Wolf gezien;C1,
21-04-24;Leusden;Utrecht;Wolf gezien;C1,
21-04-24;Leusden;Utrecht;Wolf gezien;C1,
21-04-24;Leusden;Utrecht;Wolf gezien;C1,
20-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-04-24;Harderwijk;Gelderland;Wolf gezien;C1,
20-04-24;Heerde;Gelderland;Wolf gezien;C1,
20-04-24;Rozendaal;Gelderland;Wolvenkeutel;C1,
20-04-24;Leusden;Utrecht;Wolf gezien;C1,
20-04-24;Leusden;Utrecht;Wolf gezien;C1,
20-04-24;Leusden;Utrecht;Wolf gezien;C1,
20-04-24;Leusden;Utrecht;Wolf gezien;C1,
20-04-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
20-04-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
19-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-04-24;Ermelo;Gelderland;Wolf gezien;C1,
19-04-24;Harderwijk;Gelderland;Wolf gezien;C1,
19-04-24;Harderwijk;Gelderland;Wolf gezien;C1,
19-04-24;Leusden;Utrecht;Wolf gezien;C1,
19-04-24;Woudenberg;Utrecht;Wolf gezien;C1,
18-04-24;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
18-04-24;Leusden;Utrecht;Wolf gezien;C1,
18-04-24;Leusden;Utrecht;Wolf gezien;C1,
18-04-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
17-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-04-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
16-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-04-24;Heerde;Gelderland;Wolf gezien;C1,
16-04-24;Leusden;Utrecht;Wolf gezien;C1,
16-04-24;Leusden;Utrecht;Wolf gezien;C1,
16-04-24;Leusden;Utrecht;Wolf gezien;C1,
15-04-24;Heerde;Gelderland;Wolf gezien;C1,
15-04-24;Leusden;Utrecht;Wolf gezien;C1,
15-04-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
14-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-04-24;Leusden;Utrecht;Wolf gezien;C1,
14-04-24;Leusden;Utrecht;Wolf gezien;C1,
14-04-24;Leusden;Utrecht;Wolf gezien;C1,
14-04-24;Leusden;Utrecht;Wolf gezien;C1,
14-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
14-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
13-04-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
13-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
12-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
12-04-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
12-04-24;Heerde;Gelderland;Wolf gezien;C1,
12-04-24;Zeist;Utrecht;Wolf gezien;C1,
12-04-24;Utrechtse Heuvelrug;Utrecht;Wolf gezien;C1,
12-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
11-04-24;Leusden;Utrecht;Wolf gezien;C1,
11-04-24;Leusden;Utrecht;Wolf gezien;C1,
11-04-24;Leusden;Utrecht;Wolf gezien;C1,
10-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-04-24;Ermelo;Gelderland;Wolf gezien;C1,
10-04-24;Leusden;Utrecht;Wolf gezien;C1,
10-04-24;Leusden;Utrecht;Wolf gezien;C1,
10-04-24;Leusden;Utrecht;Wolf gezien;C1,
10-04-24;Leusden;Utrecht;Wolf gezien;C1,
10-04-24;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
09-04-24;Putten;Gelderland;Wolf gezien;C1,
09-04-24;Leusden;Utrecht;Wolf gezien;C1,
09-04-24;Leusden;Utrecht;Wolf gezien;C1,
08-04-24;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
08-04-24;Heerde;Gelderland;Wolf gezien;C1,
08-04-24;Amersfoort;Utrecht;Wolvenkeutel;C1,
08-04-24;Leusden;Utrecht;Wolf gezien;C1,
08-04-24;Leusden;Utrecht;Wolf gezien;C1,
08-04-24;Leusden;Utrecht;Wolf gezien;C1,
08-04-24;Leusden;Utrecht;Wolf gezien;C1,
08-04-24;Leusden;Utrecht;Wolf gezien;C1,
08-04-24;Midden-Drenthe;Drenthe;Wolf gezien;C1,
07-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-04-24;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
06-04-24;Heerde;Gelderland;Wolf gezien;C1,
06-04-24;Leusden;Utrecht;Wolf gezien;C1,
05-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-04-24;Leusden;Utrecht;Wolf gezien;C1,
04-04-24;Sittard-Geleen;Limburg;Overig;C1,
03-04-24;Heerde;Gelderland;Wolvenkeutel;C2,
03-04-24;Leusden;Utrecht;Wolvenkeutel;C1,
03-04-24;Borger-Odoorn;Drenthe;Wolf gezien;C1,
02-04-24;Leusden;Utrecht;Wolf gezien;C1,
02-04-24;Leusden;Utrecht;Wolf gezien;C1,
02-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
02-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
02-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
01-04-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-04-24;Ooststellingwerf;Fryslân;Wolvenkeutel;C2,
01-04-24;Ede;Gelderland;Wolvenkeutel;C2,
01-04-24;Putten;Gelderland;Wolf gezien;C1,
01-04-24;Rozendaal;Gelderland;Wolvenkeutel;C1,
01-04-24;Rozendaal;Gelderland;Wolvenkeutel;C1,
01-04-24;Westerveld;Drenthe;Wolvenkeutel;C2,
31-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
31-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
31-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
31-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
31-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
31-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
31-03-24;Zeist;Utrecht;Wolf gezien;C1,
30-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
30-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
30-03-24;Heerde;Gelderland;Wolf gezien;C1,
30-03-24;Leusden;Utrecht;Wolf gezien;C1,
29-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
29-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
29-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
29-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
29-03-24;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
29-03-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-03-24;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-03-24;Heerde;Gelderland;Wolvenkeutel;C2,
28-03-24;Heerde;Gelderland;Wolvenkeutel;C2,
28-03-24;Heerde;Gelderland;Wolf gezien;C1,
28-03-24;Heerde;Gelderland;Wolf gezien;C1,
28-03-24;Westerveld;Drenthe;Wolvenkeutel;C2,
27-03-24;Ooststellingwerf;Fryslân;Wolvenkeutel;C2,
27-03-24;Heerde;Gelderland;Wolf gezien;C1,
27-03-24;Heerde;Gelderland;Wolf gezien;C1,
27-03-24;Heerde;Gelderland;Wolf gezien;C1,
27-03-24;Leusden;Utrecht;Wolf gezien;C1,
27-03-24;Noordenveld;Drenthe;Wolf gezien;C1,
27-03-24;Westerveld;Drenthe;Wolvenkeutel;C2,
27-03-24;Westerveld;Drenthe;Wolvenkeutel;C2,
27-03-24;Westerveld;Drenthe;Wolvenkeutel;C2,
